province_state,country_region,lat,long,dates,confirmed_cases,death_cases,recovered_cases
NA,Cote d'Ivoire,7.54,-5.5471,2020-08-19,17232,111,48654
NA,Croatia,45.1,15.2,2020-08-19,7074,168,201907
NA,Cuba,21.521757,-77.78116700000001,2020-08-19,3482,88,145
NA,Cyprus,35.1264,33.4299,2020-08-19,1385,20,70452
NA,Czechia,49.8175,15.473,2020-08-19,20798,404,18415
Faroe Islands,Denmark,61.8926,-6.9118,2020-08-19,382,0,117
Greenland,Denmark,71.7069,-42.6043,2020-08-19,14,0,1738
NA,Denmark,56.2639,9.5018,2020-08-19,15940,621,140
NA,Diamond Princess,0,0,2020-08-19,712,13,58497
NA,Djibouti,11.8251,42.5903,2020-08-19,5374,59,12961
NA,Dominica,15.415,-61.371,2020-08-19,18,0,224
NA,Dominican Republic,18.7357,-70.1627,2020-08-19,88127,1501,3237615
NA,Ecuador,-1.8312,-78.1834,2020-08-19,104475,6146,139
NA,Egypt,26.820553000000004,30.802497999999996,2020-08-19,96914,5197,11313
NA,El Salvador,13.7942,-88.8965,2020-08-19,23717,633,1058
NA,Equatorial Guinea,1.6508,10.2679,2020-08-19,4892,83,352
NA,Eritrea,15.1794,39.7823,2020-08-19,304,0,357
NA,Estonia,58.5953,25.0136,2020-08-19,2207,63,2867
NA,Eswatini,-26.5225,31.4659,2020-08-19,4058,79,265
NA,Ethiopia,9.145,40.4897,2020-08-19,34058,600,17651
NA,Fiji,-17.7134,178.065,2020-08-19,28,1,115460
NA,Finland,61.92411,25.748151,2020-08-19,7805,334,1784
French Guiana,France,3.9339,-53.1258,2020-08-19,8711,54,878
French Polynesia,France,-17.6797,149.4068,2020-08-19,211,0,382584
Guadeloupe,France,16.265,-61.551,2020-08-19,510,15,985
Martinique,France,14.6415,-61.0242,2020-08-19,336,16,926
Mayotte,France,-12.8275,45.166244,2020-08-19,3160,39,577
New Caledonia,France,-20.904304999999997,165.618042,2020-08-19,23,0,366
Reunion,France,-21.1151,55.5364,2020-08-19,903,5,167
Saint Barthelemy,France,17.9,-62.8333,2020-08-19,16,0,1720
Saint Pierre and Miquelon,France,46.8852,-56.3159,2020-08-19,5,0,253
St Martin,France,18.0708,-63.0501,2020-08-19,121,5,145
NA,France,46.2276,2.2137,2020-08-19,242538,30300,165
NA,Gabon,-0.8037,11.6094,2020-08-19,8319,53,343
NA,Gambia,13.4432,-15.3101,2020-08-19,2288,77,935
NA,Georgia,42.3154,43.3569,2020-08-19,1361,17,1254
NA,Germany,51.165690999999995,10.451526,2020-08-19,229706,9249,4320
NA,Ghana,7.9465,-1.0232,2020-08-19,43094,256,63627
NA,Greece,39.0742,21.8243,2020-08-19,7684,235,1015
NA,Grenada,12.1165,-61.678999999999995,2020-08-19,24,0,257
NA,Guatemala,15.7835,-90.2308,2020-08-19,64881,2467,657
NA,Guinea,9.9456,-9.6966,2020-08-19,8792,53,934
NA,Guinea-Bissau,11.8037,-15.1804,2020-08-19,2117,33,155
NA,Guyana,4.860416000000001,-58.93018000000001,2020-08-19,776,27,259
NA,Haiti,18.9712,-72.2852,2020-08-19,7949,196,46
NA,Holy See,41.9029,12.4534,2020-08-19,12,0,75
NA,Honduras,15.2,-86.2419,2020-08-19,52298,1608,18
NA,Hungary,47.1625,19.5033,2020-08-19,5002,609,353
NA,Iceland,64.9631,-19.0208,2020-08-19,2035,10,807
NA,India,20.593684,78.96288,2020-08-19,2836925,53866,841
NA,Indonesia,-0.7893,113.9213,2020-08-19,144945,6346,201
NA,Iran,32.427908,53.68804599999999,2020-08-19,350279,20125,622
NA,Iraq,33.223191,43.679291,2020-08-19,188802,6121,213
NA,Ireland,53.1424,-7.6921,2020-08-19,27547,1775,1
NA,Israel,31.046051,34.851612,2020-08-19,97969,781,850
NA,Italy,41.87194,12.56738,2020-08-19,255278,35412,191
NA,Jamaica,18.1096,-77.2975,2020-08-19,1192,14,1268
NA,Japan,36.204824,138.252924,2020-08-19,58728,1148,450609
NA,Jordan,31.24,36.51,2020-08-19,1482,11,399
NA,Kazakhstan,48.0196,66.9237,2020-08-19,103815,1415,1742
NA,Kenya,-0.0236,37.9062,2020-08-19,31015,506,9103
NA,"Korea, South",35.907757000000004,127.766922,2020-08-19,16346,307,15737
NA,Kosovo,42.602636,20.902977,2020-08-19,11848,425,16553
NA,Kuwait,29.311659999999996,47.481766,2020-08-19,78145,507,7212
NA,Kyrgyzstan,41.20438,74.766098,2020-08-19,42325,1498,3327
NA,Laos,19.85627,102.495496,2020-08-19,22,0,935
NA,Latvia,56.8796,24.6032,2020-08-19,1326,33,17547
NA,Lebanon,33.8547,35.8623,2020-08-19,10347,109,362
NA,Lesotho,-29.61,28.2336,2020-08-19,946,30,14
NA,Liberia,6.4280550000000005,-9.429499,2020-08-19,1282,82,15116
NA,Libya,26.3351,17.228331,2020-08-19,9463,169,651
NA,Liechtenstein,47.14,9.55,2020-08-19,98,1,5319
NA,Lithuania,55.1694,23.8813,2020-08-19,2496,81,18
NA,Luxembourg,49.8153,6.1296,2020-08-19,7566,124,66776
NA,MS Zaandam,0,0,2020-08-19,9,2,101620
NA,Madagascar,-18.766947,46.869107,2020-08-19,14074,173,72120
NA,Malawi,-13.2543,34.3015,2020-08-19,5240,164,14013
NA,Malaysia,4.210483999999999,101.975766,2020-08-19,9235,125,3884
NA,Maldives,3.2028,73.2207,2020-08-19,6225,24,284
NA,Mali,17.570692,-3.996166000000001,2020-08-19,2667,125,2088
NA,Malta,35.9375,14.3754,2020-08-19,1470,9,3478
NA,Marshall Islands,7.1315,171.1845,2020-08-19,0,0,18382
NA,Mauritania,21.0079,-10.9408,2020-08-19,6829,158,23
NA,Mauritius,-20.348404,57.552152,2020-08-19,346,10,7200
NA,Mexico,23.6345,-102.5528,2020-08-19,537031,58481,8620
NA,Moldova,47.4116,28.3699,2020-08-19,31415,914,202
NA,Monaco,43.7333,7.4167,2020-08-19,148,4,336
NA,Mongolia,46.8625,103.8467,2020-08-19,298,0,98
NA,Montenegro,42.708678000000006,19.374389999999998,2020-08-19,4174,80,2964
NA,Morocco,31.7917,-7.0926,2020-08-19,46313,743,23
NA,Mozambique,-18.665695,35.529562,2020-08-19,3045,19,880
NA,Namibia,-22.9576,18.4904,2020-08-19,4665,39,13
NA,Nepal,28.1667,84.25,2020-08-19,28938,120,1
Aruba,Netherlands,12.5211,-69.9683,2020-08-19,1296,5,79
"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,2020-08-19,13,0,73279
Curacao,Netherlands,12.1696,-68.99,2020-08-19,36,1,7187
Sint Maarten,Netherlands,18.0425,-63.0548,2020-08-19,348,17,1032
NA,Netherlands,52.1326,5.2913,2020-08-19,64525,6181,1221
NA,New Zealand,-40.9006,174.886,2020-08-19,1654,22,215283
NA,Nicaragua,12.865416,-85.207229,2020-08-19,4311,133,42777
NA,Niger,17.607789,8.081666,2020-08-19,1167,69,1347
NA,Nigeria,9.082,8.6753,2020-08-19,50488,985,24
NA,North Macedonia,41.6086,21.7453,2020-08-19,13076,551,61681
NA,Norway,60.472,8.4689,2020-08-19,10162,262,8387
NA,Oman,21.512583,55.923255000000005,2020-08-19,83606,603,1127
NA,Pakistan,30.3753,69.3451,2020-08-19,290445,6201,687
NA,Panama,8.538,-80.7821,2020-08-19,83754,1827,5828
NA,Papua New Guinea,-6.314993,143.95555,2020-08-19,347,3,12
NA,Paraguay,-23.4425,-58.4438,2020-08-19,11133,165,10242
NA,Peru,-9.19,-75.0152,2020-08-19,549321,26658,3759
NA,Philippines,12.879721,121.774017,2020-08-19,173774,2795,1990
NA,Poland,51.9194,19.1451,2020-08-19,58611,1913,2774801
NA,Portugal,39.3999,-8.2245,2020-08-19,54701,1786,124185
NA,Qatar,25.3548,51.1839,2020-08-19,115956,193,321421
NA,Romania,45.9432,24.9668,2020-08-19,73617,3106,172880
NA,Russia,61.52401,105.318756,2020-08-19,935066,15951,23364
NA,Rwanda,-1.9403,29.8739,2020-08-19,2644,10,92796
NA,Saint Kitts and Nevis,17.357822,-62.782998,2020-08-19,17,0,208536
NA,Saint Lucia,13.9094,-60.9789,2020-08-19,26,0,890
NA,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-08-19,58,0,55700
NA,San Marino,43.9424,12.4578,2020-08-19,704,42,1468
NA,Sao Tome and Principe,0.1864,6.6131,2020-08-19,885,15,96297
NA,Saudi Arabia,23.885942,45.079162,2020-08-19,302686,3506,19688
NA,Senegal,14.4974,-14.4524,2020-08-19,12446,258,14973
NA,Serbia,44.0165,21.0059,2020-08-19,30048,684,9473
NA,Seychelles,-4.6796,55.492,2020-08-19,132,0,76650
NA,Sierra Leone,8.460555000000001,-11.779889,2020-08-19,1961,69,38198
NA,Singapore,1.2833,103.8333,2020-08-19,56031,27,21
NA,Slovakia,48.669,19.699,2020-08-19,3022,33,1163
NA,Slovenia,46.1512,14.9955,2020-08-19,2493,129,4693
NA,Solomon Islands,-9.6457,160.1562,2020-08-19,0,0,528
NA,Somalia,5.152149,46.199616,2020-08-19,3265,93,872
NA,South Africa,-30.5595,22.9375,2020-08-19,596060,12423,1410
NA,South Sudan,6.877000000000001,31.307,2020-08-19,2494,47,97
NA,Spain,40.463667,-3.74922,2020-08-19,370867,28797,1837
NA,Sri Lanka,7.873054,80.77179699999999,2020-08-19,2902,11,5967
NA,Sudan,12.8628,30.2176,2020-08-19,12546,808,0
NA,Suriname,3.9193,-56.0278,2020-08-19,3295,54,13802
NA,Sweden,60.128161,18.643501,2020-08-19,82323,5814,3147
NA,Switzerland,46.8182,8.2275,2020-08-19,38760,1996,9048
NA,Syria,34.802075,38.996815000000005,2020-08-19,1927,78,5036
NA,Taiwan*,23.7,121,2020-08-19,486,7,2169
NA,Tajikistan,38.861,71.2761,2020-08-19,8166,65,1313
NA,Tanzania,-6.369028,34.888822,2020-08-19,509,21,0
NA,Thailand,15.870032,100.992541,2020-08-19,3382,58,6430
NA,Timor-Leste,-8.874217,125.727539,2020-08-19,25,0,335
NA,Togo,8.6195,0.8248,2020-08-19,1190,27,489724
NA,Trinidad and Tobago,10.6918,-61.2225,2020-08-19,686,12,25139
NA,Tunisia,33.886917,9.537499,2020-08-19,2427,60,116
NA,Turkey,38.9637,35.2433,2020-08-19,253108,6039,295
NA,US,40,-100,2020-08-19,5529243,173152,3963
NA,Uganda,1.373333,32.290275,2020-08-19,1656,16,46355
NA,Ukraine,48.3794,31.1656,2020-08-19,98658,2182,2100
NA,United Arab Emirates,23.424076,53.847818,2020-08-19,65341,367,2929
Anguilla,United Kingdom,18.2206,-63.068600000000004,2020-08-19,3,0,20822
Bermuda,United Kingdom,32.3078,-64.7505,2020-08-19,166,9,765
British Virgin Islands,United Kingdom,18.4207,-64.64,2020-08-19,11,1,7
Cayman Islands,United Kingdom,19.3133,-81.2546,2020-08-19,205,1,35
Channel Islands,United Kingdom,49.3723,-2.3644,2020-08-19,613,48,179
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2020-08-19,13,0,0
Gibraltar,United Kingdom,36.1408,-5.3536,2020-08-19,223,0,1585
Isle of Man,United Kingdom,54.2361,-4.5481,2020-08-19,336,24,2913
Montserrat,United Kingdom,16.742498,-62.187366,2020-08-19,13,1,1085
Turks and Caicos Islands,United Kingdom,21.694000000000003,-71.7979,2020-08-19,327,2,41513
NA,United Kingdom,55.3781,-3.4360000000000004,2020-08-19,321098,41397,11062
NA,Uruguay,-32.5228,-55.7658,2020-08-19,1493,40,9348
NA,Uzbekistan,41.377491,64.585262,2020-08-19,37112,248,80459
NA,Venezuela,6.4238,-66.5897,2020-08-19,36868,303,280547
NA,Vietnam,14.058324,108.277199,2020-08-19,994,25,65747
NA,West Bank and Gaza,31.9522,35.2332,2020-08-19,17606,119,232
NA,Western Sahara,24.2155,-12.8858,2020-08-19,10,1,9146
NA,Yemen,15.552727,48.516388,2020-08-19,1892,539,446675
NA,Zambia,-13.133897,27.849332,2020-08-19,10218,269,157403
NA,Zimbabwe,-19.015438,29.154857,2020-08-19,5643,150,46192
NA,Afghanistan,33.93911,67.709953,2020-08-20,37856,1385,41885
NA,Albania,41.1533,20.1683,2020-08-20,7967,238,115430
NA,Algeria,28.0339,1.6596,2020-08-20,40258,1411,37665
NA,Andorra,42.5063,1.5218,2020-08-20,1024,53,804941
NA,Angola,-11.2027,17.8739,2020-08-20,2044,93,1918
NA,Antigua and Barbuda,17.0608,-61.7964,2020-08-20,94,3,17
NA,Argentina,-38.4161,-63.6167,2020-08-20,320884,6517,25
NA,Armenia,40.0691,45.0382,2020-08-20,42319,836,57
Australian Capital Territory,Australia,-35.4735,149.0124,2020-08-20,113,3,658
New South Wales,Australia,-33.8688,151.2093,2020-08-20,3972,52,851
Northern Territory,Australia,-12.4634,130.8456,2020-08-20,33,0,289667
Queensland,Australia,-27.4698,153.0251,2020-08-20,1094,6,9388
South Australia,Australia,-34.9285,138.6007,2020-08-20,462,4,0
Tasmania,Australia,-42.8821,147.3272,2020-08-20,230,13,127
Victoria,Australia,-37.8136,144.9631,2020-08-20,17852,385,1594
Western Australia,Australia,-31.9505,115.8605,2020-08-20,651,9,55586
NA,Austria,47.5162,14.5501,2020-08-20,24431,729,2278
NA,Azerbaijan,40.1431,47.5769,2020-08-20,34759,510,2283
NA,Bahamas,25.025885,-78.035889,2020-08-20,1610,23,0
NA,Bahrain,26.0275,50.55,2020-08-20,48303,179,2481
NA,Bangladesh,23.685,90.3563,2020-08-20,287959,3822,538604
NA,Barbados,13.1939,-59.5432,2020-08-20,156,7,1290
NA,Belarus,53.7098,27.9534,2020-08-20,69950,627,150376
NA,Belgium,50.8333,4.469936,2020-08-20,80178,9976,2860
NA,Belize,17.1899,-88.4976,2020-08-20,605,5,6612
NA,Benin,9.3077,2.3158,2020-08-20,2095,39,3073
NA,Bhutan,27.5142,90.4336,2020-08-20,153,0,0
NA,Bolivia,-16.2902,-63.5887,2020-08-20,106065,4305,35800
NA,Bosnia and Herzegovina,43.9159,17.6791,2020-08-20,17029,515,614
NA,Botswana,-22.3285,24.6849,2020-08-20,1308,3,462
NA,Brazil,-14.235,-51.9253,2020-08-20,3501975,112304,7309
NA,Brunei,4.5353,114.7277,2020-08-20,143,3,183
NA,Bulgaria,42.7339,25.4858,2020-08-20,14962,532,3252
NA,Burkina Faso,12.2383,-1.5616,2020-08-20,1297,55,25
NA,Burma,21.9162,95.956,2020-08-20,399,6,996
NA,Burundi,-3.3731,29.9189,2020-08-20,422,1,672
NA,Cabo Verde,16.5388,-23.0418,2020-08-20,3368,37,1562
NA,Cambodia,11.55,104.9167,2020-08-20,273,0,243839
NA,Cameroon,3.848,11.5021,2020-08-20,18762,408,2153939
Alberta,Canada,53.9333,-116.5765,2020-08-20,12501,227,1288
British Columbia,Canada,53.7267,-127.6476,2020-08-20,4745,198,58775
Diamond Princess,Canada,0,0,2020-08-20,0,1,60600
Grand Princess,Canada,0,0,2020-08-20,13,0,3
Manitoba,Canada,53.7609,-98.8139,2020-08-20,796,12,153
New Brunswick,Canada,46.5653,-66.4619,2020-08-20,186,2,8
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-08-20,268,3,202
Northwest Territories,Canada,64.8255,-124.8457,2020-08-20,5,0,545
Nova Scotia,Canada,44.681999999999995,-63.7443,2020-08-20,1077,64,13
Ontario,Canada,51.2538,-85.3232,2020-08-20,42983,2838,228
Prince Edward Island,Canada,46.5107,-63.4168,2020-08-20,44,0,312
Quebec,Canada,52.9399,-73.5491,2020-08-20,61402,5730,12
Saskatchewan,Canada,52.9399,-106.4509,2020-08-20,1590,22,148
Yukon,Canada,64.2823,-135,2020-08-20,15,0,0
NA,Central African Republic,6.6111,20.9394,2020-08-20,4679,61,1378
NA,Chad,15.4542,18.7322,2020-08-20,972,76,38655
NA,Chile,-35.6751,-71.543,2020-08-20,391849,10671,37091
Anhui,China,31.8257,117.2264,2020-08-20,991,6,695
Beijing,China,40.1824,116.4142,2020-08-20,935,9,14787
Chongqing,China,30.0572,107.874,2020-08-20,583,6,8
Fujian,China,26.0789,117.9874,2020-08-20,370,1,1123
Gansu,China,35.7518,104.2861,2020-08-20,169,2,11454
Guangdong,China,23.3417,113.4244,2020-08-20,1725,8,5061
Guangxi,China,23.8298,108.7881,2020-08-20,255,2,29089
Guizhou,China,26.8154,106.8748,2020-08-20,147,2,5214
Hainan,China,19.1959,109.7453,2020-08-20,171,6,31244
Hebei,China,39.549,116.1306,2020-08-20,351,6,908
Heilongjiang,China,47.861999999999995,127.7615,2020-08-20,948,13,1071
Henan,China,37.8957,114.9042,2020-08-20,1276,22,91
Hong Kong,China,22.3,114.2,2020-08-20,4604,75,301195
Hubei,China,30.9756,112.2707,2020-08-20,68139,4512,37722
Hunan,China,27.6104,111.7088,2020-08-20,1019,4,110
Inner Mongolia,China,44.0935,113.9448,2020-08-20,260,1,2994
Jiangsu,China,32.9711,119.455,2020-08-20,665,0,33
Jiangxi,China,27.614,115.7221,2020-08-20,935,1,1084
Jilin,China,43.6661,126.1923,2020-08-20,157,2,458
Liaoning,China,41.2956,122.6085,2020-08-20,261,2,216
Macau,China,22.1667,113.55,2020-08-20,46,0,15814
Ningxia,China,37.2692,106.1655,2020-08-20,75,0,641
Qinghai,China,35.7452,95.9956,2020-08-20,18,0,23226
Shaanxi,China,35.1917,108.8701,2020-08-20,358,3,33847
Shandong,China,36.3427,118.1498,2020-08-20,827,7,801
Shanghai,China,31.202,121.4491,2020-08-20,862,7,49047
Shanxi,China,37.5777,112.2922,2020-08-20,201,0,204887
Sichuan,China,30.6171,102.7103,2020-08-20,628,3,146
Tianjin,China,39.3054,117.323,2020-08-20,216,3,70468
Tibet,China,31.6927,88.0924,2020-08-20,1,0,18422
Xinjiang,China,41.1129,85.2401,2020-08-20,902,3,173
Yunnan,China,24.974,101.487,2020-08-20,195,2,1738
Zhejiang,China,29.1832,120.0934,2020-08-20,1277,1,142
NA,Colombia,4.5709,-74.2973,2020-08-20,513719,16183,60408
NA,Comoros,-11.6455,43.3333,2020-08-20,417,7,13095
NA,Congo (Brazzaville),-0.228,15.8277,2020-08-20,3850,77,224
NA,Congo (Kinshasa),-4.0383,21.7587,2020-08-20,9757,247,3268591
NA,Costa Rica,9.7489,-83.7534,2020-08-20,31075,333,139
NA,Cote d'Ivoire,7.54,-5.5471,2020-08-20,17249,112,11483
NA,Croatia,45.1,15.2,2020-08-20,7329,168,1058
NA,Cuba,21.521757,-77.78116700000001,2020-08-20,3565,88,354
NA,Cyprus,35.1264,33.4299,2020-08-20,1395,20,357
NA,Czechia,49.8175,15.473,2020-08-20,21045,406,2916
Faroe Islands,Denmark,61.8926,-6.9118,2020-08-20,383,0,266
Greenland,Denmark,71.7069,-42.6043,2020-08-20,14,0,17651
NA,Denmark,56.2639,9.5018,2020-08-20,16056,621,116020
NA,Diamond Princess,0,0,2020-08-20,712,13,1790
NA,Djibouti,11.8251,42.5903,2020-08-20,5374,59,880
NA,Dominica,15.415,-61.371,2020-08-20,18,0,383879
NA,Dominican Republic,18.7357,-70.1627,2020-08-20,89010,1505,985
NA,Ecuador,-1.8312,-78.1834,2020-08-20,105508,6200,926
NA,Egypt,26.820553000000004,30.802497999999996,2020-08-20,97025,5212,577
NA,El Salvador,13.7942,-88.8965,2020-08-20,23964,640,368
NA,Equatorial Guinea,1.6508,10.2679,2020-08-20,4892,83,167
NA,Eritrea,15.1794,39.7823,2020-08-20,306,0,1721
NA,Estonia,58.5953,25.0136,2020-08-20,2227,63,253
NA,Eswatini,-26.5225,31.4659,2020-08-20,4110,81,145
NA,Ethiopia,9.145,40.4897,2020-08-20,35836,620,165
NA,Fiji,-17.7134,178.065,2020-08-20,28,1,346
NA,Finland,61.92411,25.748151,2020-08-20,7842,334,935
French Guiana,France,3.9339,-53.1258,2020-08-20,8743,54,1254
French Polynesia,France,-17.6797,149.4068,2020-08-20,211,0,4342
Guadeloupe,France,16.265,-61.551,2020-08-20,510,15,63627
Martinique,France,14.6415,-61.0242,2020-08-20,336,16,1015
Mayotte,France,-12.8275,45.166244,2020-08-20,3160,39,257
New Caledonia,France,-20.904304999999997,165.618042,2020-08-20,23,0,658
Reunion,France,-21.1151,55.5364,2020-08-20,996,5,934
Saint Barthelemy,France,17.9,-62.8333,2020-08-20,16,0,155
Saint Pierre and Miquelon,France,46.8852,-56.3159,2020-08-20,5,0,259
St Martin,France,18.0708,-63.0501,2020-08-20,121,5,46
NA,France,46.2276,2.2137,2020-08-20,242413,30300,75
NA,Gabon,-0.8037,11.6094,2020-08-20,8319,53,18
NA,Gambia,13.4432,-15.3101,2020-08-20,2401,81,355
NA,Georgia,42.3154,43.3569,2020-08-20,1370,17,808
NA,Germany,51.165690999999995,10.451526,2020-08-20,231292,9263,840
NA,Ghana,7.9465,-1.0232,2020-08-20,43260,261,201
NA,Greece,39.0742,21.8243,2020-08-20,7934,235,624
NA,Grenada,12.1165,-61.678999999999995,2020-08-20,24,0,213
NA,Guatemala,15.7835,-90.2308,2020-08-20,65983,2506,1
NA,Guinea,9.9456,-9.6966,2020-08-20,8876,53,865
NA,Guinea-Bissau,11.8037,-15.1804,2020-08-20,2149,33,191
NA,Guyana,4.860416000000001,-58.93018000000001,2020-08-20,846,29,1268
NA,Haiti,18.9712,-72.2852,2020-08-20,7997,196,459460
NA,Holy See,41.9029,12.4534,2020-08-20,12,0,399
NA,Honduras,15.2,-86.2419,2020-08-20,52819,1619,1742
NA,Hungary,47.1625,19.5033,2020-08-20,5046,609,9133
NA,Iceland,64.9631,-19.0208,2020-08-20,2040,10,16056
NA,India,20.593684,78.96288,2020-08-20,2905825,54849,16699
NA,Indonesia,-0.7893,113.9213,2020-08-20,147211,6418,7434
NA,Iran,32.427908,53.68804599999999,2020-08-20,352558,20264,3378
NA,Iraq,33.223191,43.679291,2020-08-20,192797,6208,1139
NA,Ireland,53.1424,-7.6921,2020-08-20,27676,1776,17807
NA,Israel,31.046051,34.851612,2020-08-20,99599,795,374
NA,Italy,41.87194,12.56738,2020-08-20,256118,35418,14
NA,Jamaica,18.1096,-77.2975,2020-08-20,1290,15,15205
NA,Japan,36.204824,138.252924,2020-08-20,59900,1157,651
NA,Jordan,31.24,36.51,2020-08-20,1498,11,5323
NA,Kazakhstan,48.0196,66.9237,2020-08-20,104071,1415,18
NA,Kenya,-0.0236,37.9062,2020-08-20,31441,516,68082
NA,"Korea, South",35.907757000000004,127.766922,2020-08-20,16670,309,101669
NA,Kosovo,42.602636,20.902977,2020-08-20,12006,438,72929
NA,Kuwait,29.311659999999996,47.481766,2020-08-20,78767,509,14292
NA,Kyrgyzstan,41.20438,74.766098,2020-08-20,42507,1498,3884
NA,Laos,19.85627,102.495496,2020-08-20,22,0,284
NA,Latvia,56.8796,24.6032,2020-08-20,1327,33,2088
NA,Lebanon,33.8547,35.8623,2020-08-20,10952,113,3529
NA,Lesotho,-29.61,28.2336,2020-08-20,996,30,18994
NA,Liberia,6.4280550000000005,-9.429499,2020-08-20,1284,82,23
NA,Libya,26.3351,17.228331,2020-08-20,9707,173,7200
NA,Liechtenstein,47.14,9.55,2020-08-20,99,1,8654
NA,Lithuania,55.1694,23.8813,2020-08-20,2528,82,205
NA,Luxembourg,49.8153,6.1296,2020-08-20,7637,124,336
NA,MS Zaandam,0,0,2020-08-20,9,2,98
NA,Madagascar,-18.766947,46.869107,2020-08-20,14154,177,2964
NA,Malawi,-13.2543,34.3015,2020-08-20,5282,165,23
NA,Malaysia,4.210483999999999,101.975766,2020-08-20,9240,125,880
NA,Maldives,3.2028,73.2207,2020-08-20,6370,24,13
NA,Mali,17.570692,-3.996166000000001,2020-08-20,2667,125,1
NA,Malta,35.9375,14.3754,2020-08-20,1510,9,79
NA,Marshall Islands,7.1315,171.1845,2020-08-20,0,0,73537
NA,Mauritania,21.0079,-10.9408,2020-08-20,6848,158,7264
NA,Mauritius,-20.348404,57.552152,2020-08-20,346,10,1032
NA,Mexico,23.6345,-102.5528,2020-08-20,543806,59106,1240
NA,Moldova,47.4116,28.3699,2020-08-20,31937,921,216795
NA,Monaco,43.7333,7.4167,2020-08-20,150,4,42963
NA,Mongolia,46.8625,103.8467,2020-08-20,298,0,1347
NA,Montenegro,42.708678000000006,19.374389999999998,2020-08-20,4229,81,24
NA,Morocco,31.7917,-7.0926,2020-08-20,47638,775,62068
NA,Mozambique,-18.665695,35.529562,2020-08-20,3115,20,8447
NA,Namibia,-22.9576,18.4904,2020-08-20,4912,41,1127
NA,Nepal,28.1667,84.25,2020-08-20,29645,126,718
Aruba,Netherlands,12.5211,-69.9683,2020-08-20,1387,6,5828
"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,2020-08-20,13,0,12
Curacao,Netherlands,12.1696,-68.99,2020-08-20,36,1,10396
Sint Maarten,Netherlands,18.0425,-63.0548,2020-08-20,353,17,3761
NA,Netherlands,52.1326,5.2913,2020-08-20,65054,6191,1997
NA,New Zealand,-40.9006,174.886,2020-08-20,1665,22,2839882
NA,Nicaragua,12.865416,-85.207229,2020-08-20,4311,133,125959
NA,Niger,17.607789,8.081666,2020-08-20,1169,69,323233
NA,Nigeria,9.082,8.6753,2020-08-20,50964,992,176602
NA,North Macedonia,41.6086,21.7453,2020-08-20,13194,554,23364
NA,Norway,60.472,8.4689,2020-08-20,10197,264,95009
NA,Oman,21.512583,55.923255000000005,2020-08-20,83769,609,207653
NA,Pakistan,30.3753,69.3451,2020-08-20,290958,6209,890
NA,Panama,8.538,-80.7821,2020-08-20,83855,1844,56338
NA,Papua New Guinea,-6.314993,143.95555,2020-08-20,361,4,1508
NA,Paraguay,-23.4425,-58.4438,2020-08-20,11817,170,96297
NA,Peru,-9.19,-75.0152,2020-08-20,558420,26834,19893
NA,Philippines,12.879721,121.774017,2020-08-20,178022,2883,15198
NA,Poland,51.9194,19.1451,2020-08-20,59378,1925,9595
NA,Portugal,39.3999,-8.2245,2020-08-20,54992,1788,77224
NA,Qatar,25.3548,51.1839,2020-08-20,116224,193,38459
NA,Romania,45.9432,24.9668,2020-08-20,74963,3154,21
NA,Russia,61.52401,105.318756,2020-08-20,939833,16058,1163
NA,Rwanda,-1.9403,29.8739,2020-08-20,2717,11,4811
NA,Saint Kitts and Nevis,17.357822,-62.782998,2020-08-20,17,0,528
NA,Saint Lucia,13.9094,-60.9789,2020-08-20,26,0,872
NA,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-08-20,58,0,1459
NA,San Marino,43.9424,12.4578,2020-08-20,704,42,97
NA,Sao Tome and Principe,0.1864,6.6131,2020-08-20,888,15,1840
NA,Saudi Arabia,23.885942,45.079162,2020-08-20,303973,3548,5984
NA,Senegal,14.4974,-14.4524,2020-08-20,12559,261,0
NA,Serbia,44.0165,21.0059,2020-08-20,30209,689,13832
NA,Seychelles,-4.6796,55.492,2020-08-20,132,0,3160
NA,Sierra Leone,8.460555000000001,-11.779889,2020-08-20,1969,69,9054
NA,Singapore,1.2833,103.8333,2020-08-20,56099,27,5155
NA,Slovakia,48.669,19.699,2020-08-20,3102,33,2169
NA,Slovenia,46.1512,14.9955,2020-08-20,2536,129,1400
NA,Solomon Islands,-9.6457,160.1562,2020-08-20,0,0,0
NA,Somalia,5.152149,46.199616,2020-08-20,3265,93,6464
NA,South Africa,-30.5595,22.9375,2020-08-20,599940,12618,335
NA,South Sudan,6.877000000000001,31.307,2020-08-20,2494,47,496222
NA,Spain,40.463667,-3.74922,2020-08-20,377906,28813,25872
NA,Sri Lanka,7.873054,80.77179699999999,2020-08-20,2918,11,116
NA,Sudan,12.8628,30.2176,2020-08-20,12582,812,295
NA,Suriname,3.9193,-56.0278,2020-08-20,3366,55,4021
NA,Sweden,60.128161,18.643501,2020-08-20,82656,5815,47595
